row_index,PSMILES,normalized_PSMILES_for_current_gate,Exp_Tg_K,source,polymer_class,reliability,current_pmsbp_density,representation_class,support_status,support_error
2176,[*]CCC1C(=O)N(CCCCCC)C(=O)C1[*],*CCC1C(=O)N(CCCCCC)C(=O)C1*,314.65,GREA,Polyimides,black,-0.9333333333333333,*CCCCCCCNOCCCCCO*,supported,
2177,[*]CCC1C(=O)N(CCCCCCCCCCCC)C(=O)C1[*],*CCC1C(=O)N(CCCCCCCCCCCC)C(=O)C1*,328.55,GREA,Polyimides,black,-0.9523809523809523,*CCCCCCCCCCCCCNOCCCCCO*,supported,
2178,[*]CCC1C(=O)N(CCCCCCCCCCCCCC)C(=O)C1[*],*CCC1C(=O)N(CCCCCCCCCCCCCC)C(=O)C1*,335.55,GREA,Polyimides,black,-0.9565217391304348,*CCCCCCCCCCCCCCCNOCCCCCO*,supported,
2179,[*]CCC1C(=O)N(CCCCCCCCCCCCCCCC)C(=O)C1[*],*CCC1C(=O)N(CCCCCCCCCCCCCCCC)C(=O)C1*,338.75,GREA,Polyimides,black,-0.96,*CCCCCCCCCCCCCCCCCNOCCCCCO*,supported,
2180,[*]CCC1C(=O)N(CCCCCCCCCCCCCCCCCC)C(=O)C1[*],*CCC1C(=O)N(CCCCCCCCCCCCCCCCCC)C(=O)C1*,340.25,GREA,Polyimides,black,-0.9629629629629629,*CCCCCCCCCCCCCCCCCCCNOCCCCCO*,supported,
2181,[*]CCC1C(=O)N(CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C1[*],*CCC1C(=O)N(CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C1*,373.15,GREA,Polyimides,black,-0.9736842105263158,*CCCCCOCFFFCFFCFFCFFCFFCFFCFFCOCNCCCCNO*,supported,
2182,[*]CCC1C(=O)N(c2ccc(N(C)C)cc2)C(=O)C1[*],*CCC1C(=O)N(c2ccc(N(C)C)cc2)C(=O)C1*,468.15,GREA,Polyimides,black,-0.9444444444444444,*CCCCCNCCCCNOCCCCCO*,supported,
2183,[*]CCC1CC(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)CC1[*],*CCC1CC(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)CC1*,297.15,GREA,Polyvinyls,black,-0.9714285714285714,*CCCCCCCCCCCNCCCCCCCCCOCCCCCCCCCCOCO*,supported,
2189,[*]CCC1C[N+](C)(C)CC1[*],*CCC1C[N+](C)(C)CC1*,266.45,GREA,Polyimines,black,-0.8888888888888888,*CCCCCCCCN*,supported,
2520,[*]CCCCCSSCCCCC[*],*CCCCCSSCCCCC*,208.15,GREA,Polysulfides,black,-0.9166666666666666,*CCCCCCCCCCSS*,supported,
2521,[*]CCCCCSSSCCCCC[*],*CCCCCSSSCCCCC*,203.15,GREA,Polysulfides,black,-0.9230769230769231,*CCCCCCCCCCSSS*,supported,
2522,[*]CCCCCSSSSCCCCC[*],*CCCCCSSSSCCCCC*,197.15,GREA,Polysulfides,black,-0.9285714285714286,*CCCCCCCCCCSSSS*,supported,
2579,[*]CCCOCOCC[*],*CCCOCOCC*,193.15,GREA,Polyoxides,black,-0.875,*CCCCCOCO*,supported,
2581,[*]CCCSSCCC[*],*CCCSSCCC*,199.15,GREA,Polysulfides,black,-0.875,*CCCCCCSS*,supported,
2582,[*]CCCSSCC[*],*CCCSSCC*,201.15,GREA,Polysulfides,black,-0.8571428571428571,*CCCCCSS*,supported,
2692,[*]CCOCCCCSSCC[*],*CCOCCCCSSCC*,197.15,GREA,Polyoxides,black,-0.9090909090909091,*CCCCOCCCCSS*,supported,
2694,[*]CCOCOCCCCSSCC[*],*CCOCOCCCCSSCC*,197.15,GREA,Polyoxides,black,-0.9230769230769231,*CCCCOCOCCCCSS*,supported,
2695,[*]CCOCOCC[*],*CCOCOCC*,189.15,GREA,Polyoxides,black,-0.8571428571428571,*CCCCOCO*,supported,
2714,[*]CCSC[*],*CCSC*,219.65,GREA,Polysulfides,black,-0.75,*CCCS*,supported,
2716,[*]CCSSCC[*],*CCSSCC*,218.15,GREA,Polysulfides,black,-0.8333333333333334,*CCCCSS*,supported,
2847,[*]COC(=O)OCC1OC(C)(C)OC1[*],*COC(=O)OCC1OC(C)(C)OC1*,324.45,GREA,Polyoxides,black,-0.9230769230769231,*CCCOCCOCOOCCO*,supported,
2848,[*]COC(=O)OCC1OC(OCC)(OCC)OC1[*],*COC(=O)OCC1OC(OCC)(OCC)OC1*,283.95,GREA,Polyoxides,black,-0.9411764705882353,*CCOCCOCCOCOCCOOCO*,supported,
2849,[*]COC(=O)OCC1OC(OCC)OC1[*],*COC(=O)OCC1OC(OCC)OC1*,296.65,GREA,Polyoxides,black,-0.9285714285714286,*CCOCCOCOCCOOCO*,supported,
2926,[*]COCCSSC[*],*COCCSSC*,220.15,GREA,Polyoxides,black,-0.8571428571428571,*CCOCCSS*,supported,
2927,[*]COCCSSSSC[*],*COCCSSSSC*,233.15,GREA,Polyoxides,black,-0.8888888888888888,*CCOCCSSSS*,supported,
2928,[*]COCOCCSSC[*],*COCOCCSSC*,215.65,GREA,Polyoxides,black,-0.8888888888888888,*CCOCOCCSS*,supported,
2929,[*]COCOC[*],*COCOC*,209.15,GREA,Polyoxides,black,-0.8,*CCOCO*,supported,
2964,[*]CSSC[*],*CSSC*,246.15,GREA,Polysulfides,black,-0.75,*CCSS*,supported,
2966,[*]CSSCc1ccccc1[*],*CSSCc1ccccc1*,312.15,GREA,Polysulfides,black,-0.9,*CCCCCCCCSS*,supported,
2968,[*]CSSSSC[*],*CSSSSC*,249.15,GREA,Polysulfides,black,-0.8333333333333334,*CCSSSS*,supported,
4271,[*]OC1CCCCC1[*],*OC1CCCCC1*,341.65,GREA,Polyoxides,black,-0.8571428571428571,*CCCCCCO*,supported,
4770,[*]Oc1cc(Br)cc(Br)c1[*],*Oc1cc(Br)cc(Br)c1*,443.15,GREA,Polyoxides,black,-0.8888888888888888,*BrCCBrCCCOC*,supported,
4774,[*]Oc1cc(Cl)cc(Cl)c1[*],*Oc1cc(Cl)cc(Cl)c1*,438.15,GREA,Polyoxides,black,-0.8888888888888888,*ClCCClCCCOC*,supported,
5331,[*]SC1CCCCC1[*],*SC1CCCCC1*,230.15,GREA,Polysulfides,black,-0.8571428571428571,*CCCCCCS*,supported,
5375,[*]c1[nH]c2ccccc2c1[*],*c1[nH]c2ccccc2c1*,410.15,GREA,Polyimines,black,-0.8888888888888888,*CCCCCCCCN*,supported,
5821,[*]c1ccc(/N=N/c2ccc(OCC)cc2)cc1C(=O)OCCCCCCOC(=O)c1cc(/N=N/c2ccc(OCC)cc2)ccc1[*],*c1ccc(/N=N/c2ccc(OCC)cc2)cc1C(=O)OCCCCCCOC(=O)c1cc(/N=N/c2ccc(OCC)cc2)ccc1*,356.15,GREA,Polyesters,black,-0.9782608695652174,*CCCCCCCCCCCNNCCCCOCCCCCCCOOCCCCCCOCOCCCNNCCCCO*,supported,
5822,[*]c1ccc(/N=N/c2ccc(OCC)cc2)cc1C(=O)OCCCOC(=O)c1cc(/N=N/c2ccc(OCC)cc2)ccc1[*],*c1ccc(/N=N/c2ccc(OCC)cc2)cc1C(=O)OCCCOC(=O)c1cc(/N=N/c2ccc(OCC)cc2)ccc1*,374.15,GREA,Polyesters,black,-0.9767441860465116,*CCCCCCCCCCCNNCCCCOCCCCCCCOOCCCOCOCCCNNCCCCO*,supported,
5823,[*]c1ccc(/N=N/c2ccc(OCC)cc2)cc1C(=O)OCCOCCOCCOC(=O)c1cc(/N=N/c2ccc(OCC)cc2)ccc1[*],*c1ccc(/N=N/c2ccc(OCC)cc2)cc1C(=O)OCCOCCOCCOC(=O)c1cc(/N=N/c2ccc(OCC)cc2)ccc1*,338.15,GREA,Polyoxides,black,-0.9791666666666666,*CCCCCCCCCCCNNCCCCOCCCCCCCOOCCOCCOCCOCOCCCNNCCCCO*,supported,
7089,[*]=CCCCC=[*],*=CCCCC=*,173.075,GREA,Polydienes,yellow,-0.5,*CC*,supported,
7098,[*]CC(CCl)O[*],*CC(CCl)O*,250.925,GREA,Polyoxides,yellow,-0.8,*ClCCCO*,supported,
7099,[*]CC(COCC=C)O[*],*CC(COCC=C)O*,237.825,GREA,Polyoxides,yellow,-0.75,*CCCO*,supported,
7147,[*]CCCOCCC[*],*CCCOCCC*,201.5,Schrodinger,Polyethers,yellow,-0.8571428571428571,*CCCCCCO*,supported,
7149,[*]CNC[*],*CNC*,237.375,GREA,Polyimines,yellow,-0.6666666666666666,*CCN*,supported,
7151,[*]CSC[*],*CSC*,247.325,GREA,Polysulfides,yellow,-0.6666666666666666,*CCS*,supported,
7222,[*]=CCCC=[*],*=CCCC=*,182.15,GREA,Polydienes,gold,-0.5,*CC*,supported,
7234,[*]CC(C)O[*],*CC(C)O*,203.975,GREA,Polyoxides,gold,-0.75,*CCCO*,supported,
7235,[*]CC(C)S[*],*CC(C)S*,226.0,GREA,Polysulfides,gold,-0.75,*CCCS*,supported,
7236,[*]CC(COC)O[*],*CC(COC)O*,211.0,GREA,Polyoxides,gold,-0.8333333333333334,*CCCOCO*,supported,
7321,[*]CCCCOCCCC[*],*CCCCOCCCC*,203.0,GREA,Polyoxides,gold,-0.8888888888888888,*CCCCCCCCO*,supported,
7323,[*]CCOCC[*],*CCOCC*,189.5,GREA,Polyoxides,gold,-0.8,*CCCCO*,supported,
7324,[*]CCOC[*],*CCOC*,195.0,GREA,Polyoxides,gold,-0.75,*CCCO*,supported,
7328,[*]COC[*],*COC*,257.5,GREA,Polyoxides,gold,-0.6666666666666666,*CCO*,supported,
7329,[*]CO[*],*CO*,217.0,GREA,Polyoxides,gold,-0.5,*CO*,supported,
7330,[*]C[*],*C*,219.15,GREA,Polyolefins,gold,-1.0,*C*,supported,
